,word,frequency
56967,проскакаться,1
56968,ровному,1
56969,"свойств,",2
56970,неперечислимые,1
56971,"боялись,",1
56972,"тщеславились,",1
56973,"радовались,",1
56974,"негодовали,",1
56975,"рассуждали,",1
56976,непроизвольными,2
56977,производили,5
56978,понятную,1
56979,неизменная,1
56980,практических,2
56981,"деятелей,",1
56982,"свободнее,",2
56983,иерархии.теперь,1
56984,исчезли,2
56985,"бесследно,",1
56986,исторические,37
56987,результаты,4
56988,нами.провидение,1
56989,исполнению,2
56990,(ни,1
56991,участников,4
56992,войны),1
56993,чаяния.99теперь,1
56994,вступление,6
56995,позднее,6
56996,походу,1
56997,сожжения,4
56998,возбуждения,3
56999,ненависти,3
57000,народе.,1
57001,(что,2
57002,"очевидным),",1
57003,"800-тысячная,",1
57004,предводимая,1
57005,"полководцем,",1
57006,"слабейшей,",1
57007,неопытной,1
57008,предводимой,1
57009,неопытными,1
57010,"полководцами,",1
57011,армией;,2
57012,устремляемы,1
57013,лета,1
57014,т.е.,1
57015,их.в,2
57016,сочинениях,3
57017,годе,1
57018,авторы-французы,1
57019,растяжения,3
57020,советовали,3
57021,"смоленске,",6
57022,"доказывающие,",1
57023,понята,2
57024,авторы-русские,1
57025,скифской,1
57026,заманиванья,1
57027,"пфулю,",1
57028,предвиденье,1
57029,выставляются,1
57030,оправдало,1
57031,забыты,1
57032,"предположений,",2
57033,оказавшихся,1
57034,несправедливыми,1
57035,забытых.,1
57036,найдутся,2
57037,скажут:,3
57038,"будет»,",1
57039,100предположений,1
57040,делаемы,1
57041,противуположные.предположения,1
57042,завлечении,1
57043,натяжкой,1
57044,военачальникам.,1
57045,факты,7
57046,противуречат,1
57047,предположениям.,1
57048,делаемо,1
57049,"торжеству,",1
57050,сражения.при,1
57051,"разрезаны,",1
57052,"стремимся,",1
57053,завлекать,1
57054,армий,3
57055,выгод.,1
57056,воодушевления,1
57057,отстаиваньи,1
57058,отступления.,2
57059,громадный,3
57060,допущение,4
57061,смоленска,15
57062,представиться,1
57063,воображению,2
57064,"соединяются,",1
57065,негодует,1
57066,"сожжен,",1
57067,стенами,3
57068,сражения.так,1
57069,военачальники,5
57070,негодуют,1
57071,"страны.наполеон,",1
57072,разрезав,1
57073,движется,4
57074,упускает,4
57075,смоленске,5
57076,"видим,",3
57077,пагубно.факты,1
57078,заманиваиьи,1
57079,101думали,1
57080,противном.,1
57081,завлечение,1
57082,чьему-нибудь,1
57083,сложнейшей,2
57084,угадывавших,1
57085,спасением,1
57086,нечаянно.,1
57087,очевидною,1
57088,стремлении,1
57089,"соединению,",1
57090,сильнейшим,2
57091,"отходя,",1
57092,"углом,",3
57093,заводим,1
57094,смоленска.,6
57095,отходим,1
57096,двигаются,1
57097,"острее,",1
57098,"уходим,",2
57099,"барклай-де-толли,",2
57100,непопулярный,1
57101,ненавистен,1
57102,(имеющему,1
57103,"начальство),",1
57104,командуя,5
57105,2-ю,1
57106,старается,2
57107,присоединяться,1
57108,"барклаю,",2
57109,команду.,1
57110,присоединяется,2
57111,"лиц),",1
57112,марше,2
57113,"южнее,",4
57114,беспокоя,1
57115,тыла,1
57116,комплектуя,1
57117,украйне.,1
57118,ненавистному,1
57119,младшему,1
57120,немцу,1
57121,барклаю.император,1
57122,воодушевлять,1
57123,"незнание,",1
57124,советников,1
57125,планов,4
57126,уничтожают,2
57127,отступает.,1
57128,предположено,1
57129,метящий,1
57130,"главнокомандующие,",1
57131,"бросается,",1
57132,поручается,1
57133,ограничивают.армии,1
57134,"раздроблены,",1
57135,популярен;,1
57136,раздробления,1
57137,непопулярности,1
57138,немца-главнокомандующего,1
57139,вытекает,8
57140,(от,2
57141,"начальником),",1
57142,бòльшее,2
57143,негодование,2
57144,102против,1
57145,возбуждение,1
57146,патриотического,2
57147,духа.наконец,1
57148,удобнейший,1
57149,избирается,1
57150,столицах,1
57151,народной,9
57152,утрояет,1
57153,войска.государь,1
57154,единство,1
57155,меры;,1
57156,путается,1
57157,ослабевает.,1
57158,действиями,10
57159,свободным,7
57160,"государевых,",1
57161,избегает,1
57162,сражения.барклай,1
57163,осторожность.,1
57164,намекает,1
57165,"любомирский,",1
57166,"браницкий,",1
57167,влоцкий,1
57168,раздувают,1
57169,"шум,",1
57170,отсылает,2
57171,борьбу,3
57172,князем.в,1
57173,соединяются,2
57174,армии.багратион,1
57175,подъезжает,1
57176,барклаем.,2
57177,надевает,2
57178,"шарф,",1
57179,рапортует,1
57180,чином,2
57181,старшинство,1
57182,"чина,",2
57183,подчиняется,4
57184,барклаю;,1
57185,"подчинившись,",1
57186,соглашается,1
57187,доносит,3
57188,аракчееву:,1
57189,«воля,1
57190,"моего,",1
57191,(барклаем),1
57192,могу;,1
57193,"наполнена,",1
57194,поверку,1
57195,хочу».,1
57196,"браницких,",1
57197,отравляет,1
57198,"главнокомандующих,",2
57199,единства.,1
57200,сбираются,2
57201,смоленском.,4
57202,посылается,2
57203,ненавидя,1
57204,"приятелю,",1
57205,корпусному,3
57206,103просидев,1
57207,барклаю,2
57208,осуждает,1
57209,пунктам,1
57210,видал.пока,1
57211,споры,2
57212,ошибаясь,2
57213,"нахождения,",1
57214,натыкаются,1
57215,неверовского,1
57216,подходят,1
57217,смоленска.надо,1
57218,сообщения.,2
57219,дается.,1
57220,убиваются,1
57221,стороны.смоленск,1
57222,оставляется,1
57223,вопреки,3
57224,народа.,12
57225,сожжен,2
57226,обманутыми,1
57227,"губернатором,",1
57228,разоренные,1
57229,"жители,",8
57230,потерях,4
57231,разжигая,1
57232,врагу.,1
57233,"отступаем,",1
57234,наполеона.ii.на,1
57235,поссорила,3
57236,сыном!,1
57237,довольна?,1
57238,довольна?...,1
57239,радуйся.,1
57240,радуйся...,1
57241,кабинета.к,1
57242,ним.через,1
57243,постройками,1
57244,садами,2
57245,прекратив,2
57246,выдумала,1
57247,налгала,1
57248,француженка».одну,1
57249,языка,12
57250,десалем;,1
57251,104с,1
57252,"книгами,",1
57253,старухой-няней,1
57254,ней.о,1
57255,"ужасалась,",1
57256,людскою,1
57257,заставлявшею,1
57258,"деcаль,",1
57259,постоянный,5
57260,"собеседник,",2
57261,интересовавшийся,1
57262,растолковать,1
57263,народных,2
57264,"антихриста,",1
57265,"переписку,",1
57266,патриотические,1
57267,письма.«я,1
57268,"друг»,",1
57269,языку,2
57270,восторжены,1
57271,энтузиазм,1
57272,обожаемому,1
57273,императору.бедный,1
57274,жидовских,1
57275,корчмах;,1
57276,воодушевляют,1
57277,меня.вы,1
57278,героическом,1
57279,подвиге,2
57280,обнявшего,1
57281,сказавшего:,1
57282,«погибну,1
57283,поколеблемся!»,1
57284,колебнулись.,1
57285,проводим,1
57286,можем:,1
57287,sophie,1
57288,вдовы,3
57289,корпией,1
57290,делаем,2
57291,разговоры;,1
57292,достает...»,1
57293,д.преимущественно,1
57294,ему.весь,1
57295,июль,1
57296,деятелен,1
57297,оживлен.,2
57298,сад,4
57299,"корпус,",1
57300,строение,1
57301,менял,1
57302,105приказывал,1
57303,походную,2
57304,дремал,1
57305,"раздеваясь,",8
57306,rn-lle,1
57307,столовой.первого,1
57308,второе,11
57309,полученном,2
57310,покорностию,1
57311,милость.,1
57312,"письмом,",2
57313,отдалил,1
57314,писанное,2
57315,"витебска,",1
57316,заняли,4
57317,краткого,2
57318,описания,7
57319,"планом,",3
57320,нарисованным,1
57321,неудобства,2
57322,москву.за,1
57323,"десаля,",5
57324,читала?—,1
57325,слышала.—,1
57326,сделавшеюся,1
57327,"привычною,",1
57328,войну.—,1
57329,десаль.,2
57330,интересно!,1
57331,пресс-папье.м-llе,1
57332,вскочила.—,1
57333,иваныч!1,1
57334,"батюшка,106михаил",1
57335,сам.—,1
57336,"умеют,",1
57337,перепутают.пока,1
57338,переглядывались.,1
57339,"иванычем,",1
57340,себя.перейдя,1
57341,разложив,1
57342,"постройки,",5
57343,погруженный,1
57344,мысли.—,2
57345,вопросом.—,1
57346,"пробуждаясь,",2
57347,постройки.—,1
57348,приблизится,1
57349,нам...—,1
57350,войны!,1
57351,"польша,",1
57352,проникнет,2
57353,неприятель.десаль,1
57354,"немане,",1
57355,днепра;,1
57356,забывшая,1
57357,географическое,1
57358,ростепели,1
57359,снегов,1
57360,потонут,1
57361,болотах,1
57362,польши.,1
57363,1807-го,1
57364,"бывшей,",1
57365,недавно.,1
57366,оборот...—,1
57367,витебске...—,1
57368,"разбиты,",5
57369,реке?десаль,1
57370,он.107—,1
57371,выдумал,2
57372,"расскажи,",1
57373,переделать...михаил,1
57374,плане,2
57375,себе.княжна,1
57376,смущенный,1
57377,поражена,1
57378,десаля,2
57379,смущения,1
57380,этом.ввечеру,1
57381,забыто,4
57382,"иваныча,",1
57383,отец.—,1
57384,"хлопочут,",1
57385,почтительно-насмешливою,1
57386,побледнеть,1
57387,иваныч.,1
57388,беспокоятся,1
57389,"немножко,",1
57390,"бюра,",1
57391,завещанием,1
57392,занялись.,1
57393,"бумагами,",1
57394,завещанием.)—,1
57395,смоленск?,1
57396,"какже-с,",1
57397,ждет.iii.когда,1
57398,абажуром,1
57399,"свечах,",1
57400,отставленной,1
57401,торжественной,2
57402,"(ремарки,",1
57403,"называл),",1
57404,смерти.108когда,1
57405,уложил,1
57406,дожидавшегося,2
57407,алпатыча.на,1
57408,листочке,1
57409,"алпатыча,",13
57410,отдавать,4
57411,приказания.—,1
57412,"почтовой,",1
57413,"дестей,",1
57414,образцу;,1
57415,золото-обрезной...,1
57416,"образчик,",1
57417,"лаку,",1
57418,сургучу,1
57419,иваныча.он,1
57420,походил,1
57421,памятную,1
57422,записку.—,1
57423,губернатору,2
57424,записи.потом,1
57425,задвижки,1
57426,"фасона,",1
57427,переплетный,1
57428,заказать,1
57429,укладки,2
57430,завещания.отдача,1
57431,алпатычу,4
57432,задремал.,2
57433,пошевелился.—,1
57434,ступай;,1
57435,пришлю.алпатыч,1
57436,губернатору.уже,1
57437,запечатав,1
57438,"заснет,",1
57439,постели.,4
57440,стлать,1
57441,примеривая,1
57442,уголок.везде,1
57443,привычный,1
57444,"мыслям,",2
57445,фортепиано:,1
57446,тут.тихон,1
57447,официантом,1
57448,уставлять.—,1
57449,"поближе.«ну,",1
57450,"переделал,",2
57451,"отдохну»,",1
57452,тихону,1
57453,раздевать,1
57454,себя.досадливо,1
57455,"усилий,",6
57456,"разделся,",1
57457,109опустился,1
57458,иссохшие,1
57459,медлил,2
57460,предстоявшим,1
57461,передвинуться,2
57462,тяжело!,1
57463,кончились,1
57464,двадцати-тысячный,1
57465,"лег,",2
57466,заходила,2
57467,толкаясь.,1
57468,закрывшиеся,1
57469,"спокоя,",1
57470,гневом,1
57471,приберег,1
57472,задвижки?,1
57473,врала.,1
57474,кармане,3
57475,вспомню».—,1
57476,тишка!,2
57477,говорили?—,1
57478,михайле...—,1
57479,молчи.,1
57480,захлопал,1
57481,читала.,1
57482,витебск,1
57483,прочту.он,1
57484,придвинуть,1
57485,лимонадом,1
57486,витушкой-восковою,1
57487,"колпака,",1
57488,значение.«французы,1
57489,"витебске,",1
57490,смоленска;,1
57491,там».—,1
57492,подсвечник,1
57493,светлый,1
57494,"полдень,",2
57495,"камыши,",1
57496,"входит,",1
57497,морщины,2
57498,"бодрый,",1
57499,росписной,1
57500,шатер,1
57501,"потемкина,",1
57502,жгучее,2
57503,"любимцу,",1
57504,волнует,1
57505,потемкиным.,1
57506,желтизною,1
57507,жирном,1
57508,толстая,5
57509,"матушка-императрица,",1
57510,"обласкав,",1
57511,вспоминается,1
57512,110ее,1
57513,"катафалке,",1
57514,"зубовым,",1
57515,гробе,1
57516,"руке.«ах,",1
57517,теперешнее,1
57518,покое!»iv.лысые,1
57519,60-ти,4
57520,дороги.в,1
57521,"алпатычу,",5
57522,потребовав,1
57523,здоров,3
57524,мер,2
57525,"безопасности,",2
57526,"безопасно,",1
57527,алпатычем,3
57528,уведомить,2
57529,подвергаются,1
57530,"губернатору,",3
57531,"подписала,",1
57532,отдано,2
57533,скорее.получив,1
57534,"домашними,",2
57535,(княжеский,1
57536,подарок),1
57537,заложенную,1
57538,тройкой,1
57539,сытых,2
57540,саврасых.колокольчик,1
57541,"подвязан,",1
57542,заложены,1
57543,бумажками.,1
57544,колокольчиком.,1
57545,колокольчики,1
57546,"конторщик,",1
57547,кухарка,4
57548,"мальчик-казачек,",1
57549,его.дочь,1
57550,укладывала,1
57551,ситцевые,1
57552,пуховые,1
57553,свояченица-старушка,1
57554,сунула,1
57555,узелок.,1
57556,подсадил,1
57557,сборы!,2
57558,"бабы,",5
57559,бабы!,1
57560,кибитку.,1
57561,земскому,1
57562,лысой,1
57563,троекратно.111—,1
57564,вернитесь.,1
57565,яков,16
57566,алпатыч;,1
57567,"пожалей,",1
57568,намекавшая,1
57569,неприятеле.—,1
57570,пожелтевшею,1
57571,"рожью,",1
57572,"овсом,",2
57573,"начинали,",1
57574,двоить.,1
57575,любуясь,5
57576,редкостный,1
57577,урожай,2
57578,полоскам,1
57579,ржаных,1
57580,"полей,",1
57581,"зажинать,",1
57582,хозяйственные,1
57583,посеве,1
57584,"уборке,",1
57585,княжеское,4
57586,приказание.два,1
57587,покормив,1
57588,4-го,6
57589,город.по,1
57590,обгонял,1
57591,"смоленску,",4
57592,дальние,5
57593,косили,1
57594,корм,2
57595,лагерем:,1
57596,деле.все,1
57597,ограничены,1
57598,круга.,2
57599,"алпатыча.алпатыч,",1
57600,"смоленск,",7
57601,днепром,1
57602,гаченском,1
57603,предместьи,1
57604,постоялом,5
57605,"ферапонтова,",2
57606,ферапонтов,5
57607,купив,2
57608,рощу,2
57609,"торговать,",1
57610,постоялый,4
57611,мучную,1
57612,сорокалетний,1
57613,толстою,3
57614,"шишкой-носом,",1
57615,шишками,1
57616,"брюхом.ферапонтов,",1
57617,"жилете,",1
57618,ситцевой,1
57619,"рубахе,",1
57620,выходившей,3
57621,улицу.,5
57622,"пожаловать,",1
57623,алпатыч.,4
57624,хозяин.—,1
57625,города?,1
57626,алпатыч.112—,1
57627,глуп.,1
57628,"француза,",10
57629,боятся.—,2
57630,толки!,1
57631,алпатыч.—,4
57632,"сужу,",1
57633,пустят,2
57634,верно.,3
57635,подводы,17
57636,креста,2
57637,невнимательно,1
57638,сена,5
57639,спать.всю,1
57640,постоялого,3
57641,"камзол,",1
57642,делам.,1
57643,солнечное,1
57644,уборки,1
57645,городом,2
57646,выстрелы.с,1
57647,ружейным,1
57648,выстрелам,2
57649,пушечная,1
57650,"спешащего,",1
57651,"извозчики,",1
57652,церквах,1
57653,служба.,2
57654,присутственные,6
57655,почту,1
57656,губернатору.,3
57657,присутственных,2
57658,"лавках,",1
57659,"почте,",1
57660,"неприятеле,",1
57661,город;,3
57662,друга.у,1
57663,"губернатора,",6
57664,принадлежавший,1
57665,"господ-дворян,",1
57666,"дворянин,",1
57667,"исправник,",2
57668,жаром:—,1
57669,имущество...,1
57670,"довели,",3
57671,пропадать,1
57672,этого?...,1
57673,перевешал,1
57674,разбойников...—,1
57675,слышит!,1
57676,исправник,1
57677,алпатыча.—,3
57678,упоминал,3
57679,князе...,1
57680,осведомиться,1
57681,он.113—,1
57682,"узнавай,",1
57683,"помещик,",1
57684,"подвод,",3
57685,ничего!...,1
57686,выстрелы.—,1
57687,погибать,2
57688,всем...,1
57689,крыльца.алпатыч,1
57690,"купцы,",1
57691,"чиновники,",4
57692,переглядывавшиеся,1
57693,"купцом,",2
57694,крестом,3
57695,обращенных,2
57696,"чиновника,",3
57697,"сюртук,",2
57698,"чиновнику,",1
57699,письма.—,1
57700,ашу,1
57701,аншефа,1
57702,"значительно,",3
57703,губернатор,7
57704,вот...он,1
57705,алпатычу.—,1
57706,еду.,1
57707,доложи...,1
57708,договорил;,1
57709,запыленный,3
57710,запотелый,1
57711,губернатора,4
57712,изобразился,1
57713,ужас.—,1
57714,"жадные,",1
57715,беспомощные,1
57716,губернатора.,1
57717,усиливавшимся,1
57718,"выстрелам,",1
57719,двор.,5
57720,"бумага,",2
57721,следующая:«уверяю,1
57722,смоленску,2
57723,"невероятно,",1
57724,оный,1
57725,угрожаем,1
57726,"смоленском,",2
57727,22-го,3
57728,совокупными,1
57729,оборонять,1
57730,соотечественников,1
57731,вверенной,1
57732,удалят,1
57733,114от,1
57734,истребится,1
57735,храбрых,1
57736,воина.,2
57737,"сего,",2
57738,защищаем,1
57739,храбрыми,1
57740,их».,1
57741,(предписание,1
57742,барклая-де-толли,2
57743,смоленскому,1
57744,гражданскому,1
57745,"ашу,",1
57746,года.)народ,1
57747,сновал,1
57748,улицам.наложенные,1
57749,возы,2
57750,домашнею,1
57751,"посудой,",2
57752,шкапчиками,1
57753,выезжали,5
57754,ворот,12
57755,соседнем,3
57756,домом,5
57757,ферапонтова,5
57758,выли,1
57759,бабы.,3
57760,"дворняшка-собака,",1
57761,"лая,",1
57762,заложенными,1
57763,лошадьми.алпатыч,1
57764,сарай,3
57765,повозке.,1
57766,спал;,1
57767,закладывать,3
57768,горнице,2
57769,надрывающиеся,1
57770,"гневный,",1
57771,ферапонтова.,3
57772,"кухарка,",1
57773,встрепыхалась,1
57774,убил!...,1
57775,волочил!...—,1
57776,просилась.,1
57777,женское!,1
57778,увези,1
57779,погуби,1
57780,малыми,1
57781,детьми;,1
57782,мы-то?,1
57783,зачал,1
57784,бить.,1
57785,волочил!алпатыч,1
57786,"горницы,",1
57787,покупки.—,2
57788,"губитель,",1
57789,"худая,",3
57790,сорванным,1
57791,вырываясь,1
57792,сбегая,1
57793,зевнул,1
57794,горницу,1
57795,алпатычем.—,1
57796,"покупки,",2
57797,хозяину.—,1
57798,сочтем!,1
57799,ферапонтов.,3
57800,вышло?115алпатыч,1
57801,увеземся?,1
57802,дорогобужа,1
57803,подводу.,1
57804,"селиванов,",1
57805,угодил,1
57806,"четверг,",3
57807,продал,1
57808,муку,1
57809,девяти,2
57810,куль.,1
57811,закладывали,1
57812,ферапонтовым,1
57813,разговорились,1
57814,цене,2
57815,"хлебов,",1
57816,благоприятной,1
57817,уборки.—,1
57818,затихать,1
57819,"ферапонтов,",1
57820,чашки,2
57821,"поднимаясь,",1
57822,пустят.,1
57823,сила...,1
57824,"намесь,",1
57825,матвей,4
57826,марину,1
57827,"загнал,",1
57828,потопил.алпатыч,1
57829,расчелся,1
57830,хозяином.,1
57831,воротах,3
57832,бубенчиков,1
57833,выезжавшей,1
57834,кибиточки.было,1
57835,полдень;,1
57836,солнцем.,1
57837,задрожали,1
57838,стекла.алпатыч,1
57839,улицу;,1
57840,пробежали,4
57841,"свисты,",1
57842,лопанье,1
57843,"гранат,",1
57844,падавших,2
57845,обращали,2
57846,слышными,1
57847,городом.,2
57848,"бомбардирование,",1
57849,5-м,2
57850,бомбардирования.звуки,1
57851,гранат,1
57852,перестававшая,1
57853,выть,1
57854,"сараем,",1
57855,умолкла,1
57856,звукам.к,1
57857,воротам,3
57858,лавочник.,1
57859,проносившиеся,1
57860,снаряды.,2
57861,сила!,2
57862,—говорил,2
57863,крышку,2
57864,потолок,1
57865,116в,1
57866,щепки,2
57867,разбило.,1
57868,свинья,2
57869,землю-то,1
57870,"взрыло,",1
57871,"важно,",4
57872,подбодрил!,1
57873,"отскочил,",1
57874,смазала.,1
57875,приостановились,2
57876,"быстрым,",4
57877,посвистыванием,1
57878,перелетать,1
57879,снаряд,1
57880,переносило.,1
57881,кибиточку.,1
57882,воротах.—,2
57883,видала!,2
57884,—крикнул,1
57885,"кухарку,",1
57886,"чуда-то,",1
57887,подоткнутую,1
57888,"юбку.опять,",1
57889,летящая,1
57890,"птичка,",2
57891,выстрелило,1
57892,застлало,1
57893,дымом,3
57894,улицу.—,1
57895,делаешь?,1
57896,кухарке.в,1
57897,жалобно,5
57898,завыли,1
57899,заплакал,6
57900,столпился,1
57901,кухарки.,1
57902,приговоры,1
57903,кухарки.—,1
57904,"ой-о-ох,",1
57905,голубчики,3
57906,белые!,1
57907,умереть!,1
57908,белые!...через,1
57909,кухарку,1
57910,"бедром,",1
57911,разбитым,1
57912,гранатным,1
57913,"осколком,",1
57914,кухню.,1
57915,"дворник,",4
57916,"подвале,",1
57917,прислушиваясь.,1
57918,жалостный,1
57919,"кухарки,",1
57920,преобладавший,1
57921,"звуками,",1
57922,умолкали,1
57923,укачивала,1
57924,уговаривала,1
57925,"подвал,",1
57926,подвал,1
57927,лавочник,1
57928,народом,6
57929,"собор,",1
57930,смоленскую,4
57931,чудотворную,1
57932,икону.к,1
57933,сумеркам,1
57934,подвала,1
57935,вечернее,1
57936,застлано,1
57937,светил,1
57938,117высоко,1
57939,серп,2
57940,замолкшего,1
57941,гула,3
57942,прерываемая,1
57943,распространенным,1
57944,шелестом,1
57945,"стонов,",1
57946,дальних,1
57947,треска,3
57948,кухарки,1
57949,затихли.,2
57950,"рядами,",2
57951,муравьи,2
57952,"кочки,",1
57953,"направлениях,",1
57954,пробегали,2
57955,забежали,1
57956,воротам.,3
57957,"спеша,",1
57958,запрудил,1
57959,сдают,1
57960,"уезжайте,",2
57961,солдатам:—,1
57962,дворам,3
57963,бегать!,1
57964,он.алпатыч,2
57965,избу,4
57966,выезжать.,1
57967,домочадцы,1
57968,"пожаров,",2
57969,начинавшихся,1
57970,"сумерках,",1
57971,"молчавшие,",2
57972,"заголосили,",1
57973,пожары.,2
57974,вторя,3
57975,плачи,1
57976,улицы.,3
57977,запутавшиеся,1
57978,навесом.когда,1
57979,"ворот,",8
57980,отпертой,2
57981,лавке,6
57982,насыпали,1
57983,пшеничною,1
57984,мукой,1
57985,подсолнухами.,1
57986,"лавку,",4
57987,хохотом.—,1
57988,тащи,2
57989,доставайся,1
57990,выкидывая,1
57991,"выбежали,",1
57992,насыпать.,1
57993,решилась!,4
57994,россея!,2
57995,алпатыч!,2
57996,запалю.,1
57997,решилась...,1
57998,двор.по,1
57999,запружая,1
58000,непрерывно,2
58001,выехать.была,1
58002,звезды,2
58003,118изредка,1
58004,застилаемый,1
58005,месяц.,2
58006,"днепру,",1
58007,"перекрестка,",1
58008,"переулке,",1
58009,лавки.,1
58010,пожар,11
58011,догорал.,1
58012,пламя,7
58013,замирало,1
58014,терялось,1
58015,"дыме,",3
58016,перекрестке.,2
58017,пожаром,1
58018,неумолкаемого,1
58019,повозку,4
58020,"пропустят,",1
58021,переулок,2
58022,пожар.,1
58023,шныряли,2
58024,"пожара,",6
58025,фризовой,6
58026,пожара,5
58027,улицу,4
58028,горевшие,1
58029,"бревна,",1
58030,охапки,1
58031,сена.алпатыч,1
58032,горевшего,2
58033,амбара.,1
58034,"завалилась,",1
58035,тесовая,1
58036,"обрушилась,",2
58037,балки,1
58038,пылали.,1
58039,завалится,1
58040,крыша.,1
58041,князя.князь,1
58042,ваше...,2
58043,зарыдал...,1
58044,"ваше,",2
58045,отец...—,1
58046,андрей.пламя,1
58047,вспыхнуло,3
58048,осветило,3
58049,изнуренное,1
58050,уехать.—,1
58051,пропали?,1
58052,опять.князь,1
58053,"колено,",2
58054,вырванном,1
58055,листе.,1
58056,сестре:«смоленск,1
58057,"сдают»,",1
58058,«лысые,1
58059,119неприятелем,1
58060,уезжайте,1
58061,отвечай,1
58062,"тотчас,",1
58063,"выедете,",1
58064,прислав,1
58065,"нарочного,",1
58066,усвяж».написав,1
58067,распорядиться,4
58068,"учителем,",1
58069,штабный,3
58070,зажигают,1
58071,помощником,3
58072,берг.князь,1
58073,"продолжал,",1
58074,алпатычу:—,1
58075,десятого,4
58076,получу,1
58077,исполняю...,1
58078,берг.что-то,1
58079,огне.,1
58080,притих,1
58081,мгновенье;,1
58082,повалили,1
58083,крыши.,1
58084,завалилось,2
58085,огромное.—,1
58086,урруру!,1
58087,завалившемуся,1
58088,потолку,1
58089,"амбара,",2
58090,несло,1
58091,сгоревшего,1
58092,заревела,1
58093,толпа.,3
58094,оживленно-радостные,1
58095,пожара.человек,1
58096,кричал:—,1
58097,драть!,1
58098,важно!...—,1
58099,"бергу,",4
58100,замолкшему,1
58101,переулок.v.от,1
58102,120князь,1
58103,"проспекта,",1
58104,ведущего,1
58105,жара,3
58106,засуха,1
58107,недель.,1
58108,небу,1
58109,"облака,",3
58110,солнце;,1
58111,"расчищало,",1
58112,буровато-красную,1
58113,мглу.,1
58114,роса,2
58115,освежала,1
58116,остававшиеся,4
58117,корню,2
58118,хлебà,1
58119,сгорали,1
58120,высыпались.,1
58121,болота,2
58122,пересохли.,1
58123,скотина,1
58124,ревела,1
58125,"голода,",1
58126,сожженным,1
58127,лугам.,1
58128,ночам,5
58129,"лесах,",1
58130,"роса,",3
58131,прохлада.,1
58132,"лесам,",4
58133,прохлады.,1
58134,заметна,5
58135,песочной,3
58136,пыли,4
58137,встолченной,1
58138,аршина.,1
58139,"ступицу,",1
58140,оп,1
58141,щиколку,1
58142,"мягкой,",1
58143,"душной,",1
58144,остывшей,2
58145,пыли.,1
58146,месилась,1
58147,"колесами,",1
58148,облаком,2
58149,влипая,1
58150,"ноздри,",2
58151,легкие,2
58152,"животным,",4
58153,двигавшимся,1
58154,облако,1
58155,"пыли,",3
58156,"тонкую,",4
58157,жаркую,1
58158,закрытое,1
58159,глазом.,1
58160,шаром.,1
58161,задыхались,1
58162,неподвижной,1
58163,атмосфере.,1
58164,обвязавши,1
58165,носы,1
58166,приходя,2
58167,бросалось,2
58168,колодцам.,1
58169,выпивали,1
58170,грязи.князь,1
58171,благосостояние,1
58172,эпохой,2
58173,заботлив,1
58174,"полковыми,",1
58175,тимохиным,1
58176,прошедшего;,1
58177,сталкивался,1
58178,кем-нибудь,1
58179,ощетинивался;,1
58180,"злобен,",1
58181,насмешлив,1
58182,презрителен.,1
58183,121отталкивало,1
58184,несправедливым,2
58185,"долг.правда,",1
58186,"темном,",1
58187,защищать),1
58188,расхищение,1
58189,"любимые,",1
58190,обстроенные,1
58191,населенные,1
58192,горы;,2
58193,независимом,1
58194,предмете,1
58195,поровнялась,1
58196,уехали,12
58197,растравить,1
58198,горы.он,1
58199,отцовскую,1
58200,детство.,1
58201,"пруда,",3
58202,"баб,",1
58203,вальками,1
58204,полоскали,1
58205,пруде,1
58206,оторванный,1
58207,"плотик,",1
58208,залитый,1
58209,"водой,",3
58210,плавал,1
58211,сторожке.,1
58212,каменных,2
58213,въезда,1
58214,отперта.,1
58215,"заросли,",1
58216,телята,1
58217,английскому,1
58218,парку.,1
58219,оранжерее:,1
58220,стекла,4
58221,кадках,1
58222,"повалены,",1
58223,засохли.,1
58224,тараса-садовника.,1
58225,откликнулся.,1
58226,обогнув,1
58227,оранжерею,1
58228,"выставку,",1
58229,тесовый,1
58230,резной,1
58231,забор,1
58232,"изломан,",1
58233,фрукты,3
58234,слив,2
58235,обдерганы,1
58236,ветками.,1
58237,мужик,16
58238,детстве),1
58239,плел,1
58240,лапоть,1
58241,скамейке.он,1
58242,сиживать,1
58243,развешено,2
58244,лычко,1
58245,сучках,1
58246,обломанной,1
58247,засохшей,2
58248,магнолии.князь,1
58249,"срублены,",1
58250,пегая,1
58251,жеребенком,1
58252,розанами.,1
58253,заколочен,1
58254,ставнями.,1
58255,122одно,1
58256,дворовый,3
58257,"дом.алпатыч,",1
58258,услав,1
58259,горах;,1
58260,жития.,1
58261,застегиваясь,1
58262,коленку.потом,1
58263,ценное,2
58264,отвезено,1
58265,богучарово.,2
58266,"четвертей,",1
58267,вывезен;,1
58268,"яровой,",1
58269,"необыкновенный,",1
58270,скошен,1
58271,"разорены,",1
58272,остается.князь,1
58273,сестра?,1
58274,"разумея,",1
58275,спрашивают,5
58276,отъезде,2
58277,"7-го,",1
58278,распространился,4
58279,распоряжений.—,1
58280,отпускать,1
58281,командам,1
58282,овес?,1
58283,600,3
58284,четвертей,1
58285,алпатыч.«чтó,1
58286,"ему?»,",1
58287,лоснеющуюся,1
58288,несвоевременность,1
58289,горе.—,1
